,Unnamed: 0,Thermal file,Thermal mask file
6764,1656,Scene 3/SyncT/01286.jpg,Scene 3/thermalMasks/01286.jpg
3225,3225,Scene 1/SyncT/01203.jpg,Scene 1/thermalMasks/01203.jpg
2477,2477,Scene 1/SyncT/02191.jpg,Scene 1/thermalMasks/02191.jpg
4860,1592,Scene 2/SyncT/01859.jpg,Scene 2/thermalMasks/01859.jpg
3439,171,Scene 2/SyncT/00342.jpg,Scene 2/thermalMasks/00342.jpg
3441,173,Scene 2/SyncT/00343.jpg,Scene 2/thermalMasks/00343.jpg
6536,1428,Scene 3/SyncT/01172.jpg,Scene 3/thermalMasks/01172.jpg
1506,1506,Scene 1/SyncT/01706.jpg,Scene 1/thermalMasks/01706.jpg
7404,2296,Scene 3/SyncT/01856.jpg,Scene 3/thermalMasks/01856.jpg
1526,1526,Scene 1/SyncT/01716.jpg,Scene 1/thermalMasks/01716.jpg
3482,214,Scene 2/SyncT/00364.jpg,Scene 2/thermalMasks/00364.jpg
3807,539,Scene 2/SyncT/00619.jpg,Scene 2/thermalMasks/00619.jpg
7306,2198,Scene 3/SyncT/01758.jpg,Scene 3/thermalMasks/01758.jpg
5503,395,Scene 3/SyncT/00296.jpg,Scene 3/thermalMasks/00296.jpg
314,314,Scene 1/SyncT/00190.jpg,Scene 1/thermalMasks/00190.jpg
3532,264,Scene 2/SyncT/00393.jpg,Scene 2/thermalMasks/00393.jpg
6543,1435,Scene 3/SyncT/01175.jpg,Scene 3/thermalMasks/01175.jpg
644,644,Scene 1/SyncT/00435.jpg,Scene 1/thermalMasks/00435.jpg
4516,1248,Scene 2/SyncT/01546.jpg,Scene 2/thermalMasks/01546.jpg
2423,2423,Scene 1/SyncT/02164.jpg,Scene 1/thermalMasks/02164.jpg
2032,2032,Scene 1/SyncT/01969.jpg,Scene 1/thermalMasks/01969.jpg
5895,787,Scene 3/SyncT/00894.jpg,Scene 3/thermalMasks/00894.jpg
484,484,Scene 1/SyncT/00275.jpg,Scene 1/thermalMasks/00275.jpg
946,946,Scene 1/SyncT/01291.jpg,Scene 1/thermalMasks/01291.jpg
4858,1590,Scene 2/SyncT/01857.jpg,Scene 2/thermalMasks/01857.jpg
5273,165,Scene 3/SyncT/00188.jpg,Scene 3/thermalMasks/00188.jpg
2868,2868,Scene 1/SyncT/02387.jpg,Scene 1/thermalMasks/02387.jpg
7001,1893,Scene 3/SyncT/01453.jpg,Scene 3/thermalMasks/01453.jpg
3793,525,Scene 2/SyncT/00605.jpg,Scene 2/thermalMasks/00605.jpg
5326,218,Scene 3/SyncT/00207.jpg,Scene 3/thermalMasks/00207.jpg
6911,1803,Scene 3/SyncT/01363.jpg,Scene 3/thermalMasks/01363.jpg
2595,2595,Scene 1/SyncT/02250.jpg,Scene 1/thermalMasks/02250.jpg
3628,360,Scene 2/SyncT/00486.jpg,Scene 2/thermalMasks/00486.jpg
4953,1685,Scene 2/SyncT/01952.jpg,Scene 2/thermalMasks/01952.jpg
4218,950,Scene 2/SyncT/01019.jpg,Scene 2/thermalMasks/01019.jpg
6069,961,Scene 3/SyncT/00952.jpg,Scene 3/thermalMasks/00952.jpg
4482,1214,Scene 2/SyncT/01381.jpg,Scene 2/thermalMasks/01381.jpg
1574,1574,Scene 1/SyncT/01740.jpg,Scene 1/thermalMasks/01740.jpg
5525,417,Scene 3/SyncT/00766.jpg,Scene 3/thermalMasks/00766.jpg
6237,1129,Scene 3/SyncT/01022.jpg,Scene 3/thermalMasks/01022.jpg
5635,527,Scene 3/SyncT/00807.jpg,Scene 3/thermalMasks/00807.jpg
378,378,Scene 1/SyncT/00222.jpg,Scene 1/thermalMasks/00222.jpg
3585,317,Scene 2/SyncT/00446.jpg,Scene 2/thermalMasks/00446.jpg
6809,1701,Scene 3/SyncT/01308.jpg,Scene 3/thermalMasks/01308.jpg
5077,1809,Scene 2/SyncT/02076.jpg,Scene 2/thermalMasks/02076.jpg
3364,96,Scene 2/SyncT/00305.jpg,Scene 2/thermalMasks/00305.jpg
2295,2295,Scene 1/SyncT/02100.jpg,Scene 1/thermalMasks/02100.jpg
3304,36,Scene 2/SyncT/00250.jpg,Scene 2/thermalMasks/00250.jpg
242,242,Scene 1/SyncT/00154.jpg,Scene 1/thermalMasks/00154.jpg
4705,1437,Scene 2/SyncT/01735.jpg,Scene 2/thermalMasks/01735.jpg
2740,2740,Scene 1/SyncT/02323.jpg,Scene 1/thermalMasks/02323.jpg
5639,531,Scene 3/SyncT/00809.jpg,Scene 3/thermalMasks/00809.jpg
7922,2814,Scene 3/SyncT/02374.jpg,Scene 3/thermalMasks/02374.jpg
419,419,Scene 1/SyncT/00242.jpg,Scene 1/thermalMasks/00242.jpg
1917,1917,Scene 1/SyncT/01911.jpg,Scene 1/thermalMasks/01911.jpg
429,429,Scene 1/SyncT/00247.jpg,Scene 1/thermalMasks/00247.jpg
2074,2074,Scene 1/SyncT/01990.jpg,Scene 1/thermalMasks/01990.jpg
2974,2974,Scene 1/SyncT/00353.jpg,Scene 1/thermalMasks/00353.jpg
7052,1944,Scene 3/SyncT/01504.jpg,Scene 3/thermalMasks/01504.jpg
121,121,Scene 1/SyncT/00100.jpg,Scene 1/thermalMasks/00100.jpg
1869,1869,Scene 1/SyncT/01887.jpg,Scene 1/thermalMasks/01887.jpg
6603,1495,Scene 3/SyncT/01205.jpg,Scene 3/thermalMasks/01205.jpg
7103,1995,Scene 3/SyncT/01555.jpg,Scene 3/thermalMasks/01555.jpg
7487,2379,Scene 3/SyncT/01939.jpg,Scene 3/thermalMasks/01939.jpg
612,612,Scene 1/SyncT/00403.jpg,Scene 1/thermalMasks/00403.jpg
5279,171,Scene 3/SyncT/00190.jpg,Scene 3/thermalMasks/00190.jpg
6632,1524,Scene 3/SyncT/01220.jpg,Scene 3/thermalMasks/01220.jpg
5813,705,Scene 3/SyncT/00867.jpg,Scene 3/thermalMasks/00867.jpg
5088,1820,Scene 2/SyncT/02087.jpg,Scene 2/thermalMasks/02087.jpg
5040,1772,Scene 2/SyncT/02039.jpg,Scene 2/thermalMasks/02039.jpg
3516,248,Scene 2/SyncT/00381.jpg,Scene 2/thermalMasks/00381.jpg
3424,156,Scene 2/SyncT/00335.jpg,Scene 2/thermalMasks/00335.jpg
3640,372,Scene 2/SyncT/00492.jpg,Scene 2/thermalMasks/00492.jpg
3414,146,Scene 2/SyncT/00330.jpg,Scene 2/thermalMasks/00330.jpg
754,754,Scene 1/SyncT/00545.jpg,Scene 1/thermalMasks/00545.jpg
431,431,Scene 1/SyncT/00248.jpg,Scene 1/thermalMasks/00248.jpg
7777,2669,Scene 3/SyncT/02229.jpg,Scene 3/thermalMasks/02229.jpg
4435,1167,Scene 2/SyncT/01334.jpg,Scene 2/thermalMasks/01334.jpg
3243,3243,Scene 1/SyncT/01221.jpg,Scene 1/thermalMasks/01221.jpg
7702,2594,Scene 3/SyncT/02154.jpg,Scene 3/thermalMasks/02154.jpg
3252,3252,Scene 1/SyncT/01230.jpg,Scene 1/thermalMasks/01230.jpg
7775,2667,Scene 3/SyncT/02227.jpg,Scene 3/thermalMasks/02227.jpg
6325,1217,Scene 3/SyncT/01066.jpg,Scene 3/thermalMasks/01066.jpg
6684,1576,Scene 3/SyncT/01246.jpg,Scene 3/thermalMasks/01246.jpg
5311,203,Scene 3/SyncT/00200.jpg,Scene 3/thermalMasks/00200.jpg
6201,1093,Scene 3/SyncT/01004.jpg,Scene 3/thermalMasks/01004.jpg
231,231,Scene 1/SyncT/00148.jpg,Scene 1/thermalMasks/00148.jpg
1810,1810,Scene 1/SyncT/01858.jpg,Scene 1/thermalMasks/01858.jpg
3527,259,Scene 2/SyncT/00388.jpg,Scene 2/thermalMasks/00388.jpg
2956,2956,Scene 1/SyncT/00335.jpg,Scene 1/thermalMasks/00335.jpg
496,496,Scene 1/SyncT/00287.jpg,Scene 1/thermalMasks/00287.jpg
2887,2887,Scene 1/SyncT/02396.jpg,Scene 1/thermalMasks/02396.jpg
5415,307,Scene 3/SyncT/00252.jpg,Scene 3/thermalMasks/00252.jpg
1063,1063,Scene 1/SyncT/01405.jpg,Scene 1/thermalMasks/01405.jpg
5061,1793,Scene 2/SyncT/02060.jpg,Scene 2/thermalMasks/02060.jpg
3026,3026,Scene 1/SyncT/00405.jpg,Scene 1/thermalMasks/00405.jpg
3238,3238,Scene 1/SyncT/01216.jpg,Scene 1/thermalMasks/01216.jpg
2374,2374,Scene 1/SyncT/02140.jpg,Scene 1/thermalMasks/02140.jpg
3267,3267,Scene 1/SyncT/01246.jpg,Scene 1/thermalMasks/01246.jpg
4143,875,Scene 2/SyncT/00955.jpg,Scene 2/thermalMasks/00955.jpg
3451,183,Scene 2/SyncT/00348.jpg,Scene 2/thermalMasks/00348.jpg
115,115,Scene 1/SyncT/00098.jpg,Scene 1/thermalMasks/00098.jpg
4740,1472,Scene 2/SyncT/01770.jpg,Scene 2/thermalMasks/01770.jpg
4729,1461,Scene 2/SyncT/01759.jpg,Scene 2/thermalMasks/01759.jpg
7382,2274,Scene 3/SyncT/01834.jpg,Scene 3/thermalMasks/01834.jpg
5762,654,Scene 3/SyncT/00850.jpg,Scene 3/thermalMasks/00850.jpg
3612,344,Scene 2/SyncT/00473.jpg,Scene 2/thermalMasks/00473.jpg
5455,347,Scene 3/SyncT/00272.jpg,Scene 3/thermalMasks/00272.jpg
4046,778,Scene 2/SyncT/00858.jpg,Scene 2/thermalMasks/00858.jpg
2528,2528,Scene 1/SyncT/02217.jpg,Scene 1/thermalMasks/02217.jpg
6077,969,Scene 3/SyncT/00955.jpg,Scene 3/thermalMasks/00955.jpg
4902,1634,Scene 2/SyncT/01901.jpg,Scene 2/thermalMasks/01901.jpg
2870,2870,Scene 1/SyncT/02388.jpg,Scene 1/thermalMasks/02388.jpg
6668,1560,Scene 3/SyncT/01238.jpg,Scene 3/thermalMasks/01238.jpg
2010,2010,Scene 1/SyncT/01958.jpg,Scene 1/thermalMasks/01958.jpg
4437,1169,Scene 2/SyncT/01336.jpg,Scene 2/thermalMasks/01336.jpg
430,430,Scene 1/SyncT/00248.jpg,Scene 1/thermalMasks/00248.jpg
1034,1034,Scene 1/SyncT/01376.jpg,Scene 1/thermalMasks/01376.jpg
3109,3109,Scene 1/SyncT/00488.jpg,Scene 1/thermalMasks/00488.jpg
2275,2275,Scene 1/SyncT/02090.jpg,Scene 1/thermalMasks/02090.jpg
3834,566,Scene 2/SyncT/00646.jpg,Scene 2/thermalMasks/00646.jpg
229,229,Scene 1/SyncT/00147.jpg,Scene 1/thermalMasks/00147.jpg
1608,1608,Scene 1/SyncT/01757.jpg,Scene 1/thermalMasks/01757.jpg
7311,2203,Scene 3/SyncT/01763.jpg,Scene 3/thermalMasks/01763.jpg
2796,2796,Scene 1/SyncT/02351.jpg,Scene 1/thermalMasks/02351.jpg
7414,2306,Scene 3/SyncT/01866.jpg,Scene 3/thermalMasks/01866.jpg
5418,310,Scene 3/SyncT/00253.jpg,Scene 3/thermalMasks/00253.jpg
5142,34,Scene 3/SyncT/00125.jpg,Scene 3/thermalMasks/00125.jpg
6679,1571,Scene 3/SyncT/01243.jpg,Scene 3/thermalMasks/01243.jpg
3396,128,Scene 2/SyncT/00321.jpg,Scene 2/thermalMasks/00321.jpg
2185,2185,Scene 1/SyncT/02045.jpg,Scene 1/thermalMasks/02045.jpg
4700,1432,Scene 2/SyncT/01730.jpg,Scene 2/thermalMasks/01730.jpg
7638,2530,Scene 3/SyncT/02090.jpg,Scene 3/thermalMasks/02090.jpg
3871,603,Scene 2/SyncT/00683.jpg,Scene 2/thermalMasks/00683.jpg
7169,2061,Scene 3/SyncT/01621.jpg,Scene 3/thermalMasks/01621.jpg
3742,474,Scene 2/SyncT/00554.jpg,Scene 2/thermalMasks/00554.jpg
97,97,Scene 1/SyncT/00092.jpg,Scene 1/thermalMasks/00092.jpg
166,166,Scene 1/SyncT/00116.jpg,Scene 1/thermalMasks/00116.jpg
5323,215,Scene 3/SyncT/00206.jpg,Scene 3/thermalMasks/00206.jpg
1012,1012,Scene 1/SyncT/01354.jpg,Scene 1/thermalMasks/01354.jpg
6715,1607,Scene 3/SyncT/01261.jpg,Scene 3/thermalMasks/01261.jpg
342,342,Scene 1/SyncT/00204.jpg,Scene 1/thermalMasks/00204.jpg
6643,1535,Scene 3/SyncT/01225.jpg,Scene 3/thermalMasks/01225.jpg
7196,2088,Scene 3/SyncT/01648.jpg,Scene 3/thermalMasks/01648.jpg
4743,1475,Scene 2/SyncT/01773.jpg,Scene 2/thermalMasks/01773.jpg
7598,2490,Scene 3/SyncT/02050.jpg,Scene 3/thermalMasks/02050.jpg
1375,1375,Scene 1/SyncT/01640.jpg,Scene 1/thermalMasks/01640.jpg
5017,1749,Scene 2/SyncT/02016.jpg,Scene 2/thermalMasks/02016.jpg
5497,389,Scene 3/SyncT/00293.jpg,Scene 3/thermalMasks/00293.jpg
3936,668,Scene 2/SyncT/00748.jpg,Scene 2/thermalMasks/00748.jpg
4620,1352,Scene 2/SyncT/01650.jpg,Scene 2/thermalMasks/01650.jpg
6877,1769,Scene 3/SyncT/01342.jpg,Scene 3/thermalMasks/01342.jpg
6177,1069,Scene 3/SyncT/00992.jpg,Scene 3/thermalMasks/00992.jpg
2716,2716,Scene 1/SyncT/02311.jpg,Scene 1/thermalMasks/02311.jpg
7133,2025,Scene 3/SyncT/01585.jpg,Scene 3/thermalMasks/01585.jpg
1555,1555,Scene 1/SyncT/01730.jpg,Scene 1/thermalMasks/01730.jpg
5185,77,Scene 3/SyncT/00156.jpg,Scene 3/thermalMasks/00156.jpg
5282,174,Scene 3/SyncT/00191.jpg,Scene 3/thermalMasks/00191.jpg
2162,2162,Scene 1/SyncT/02034.jpg,Scene 1/thermalMasks/02034.jpg
7913,2805,Scene 3/SyncT/02365.jpg,Scene 3/thermalMasks/02365.jpg
5522,414,Scene 3/SyncT/00764.jpg,Scene 3/thermalMasks/00764.jpg
135,135,Scene 1/SyncT/00104.jpg,Scene 1/thermalMasks/00104.jpg
5213,105,Scene 3/SyncT/00168.jpg,Scene 3/thermalMasks/00168.jpg
976,976,Scene 1/SyncT/01318.jpg,Scene 1/thermalMasks/01318.jpg
4812,1544,Scene 2/SyncT/01824.jpg,Scene 2/thermalMasks/01824.jpg
6053,945,Scene 3/SyncT/00947.jpg,Scene 3/thermalMasks/00947.jpg
1217,1217,Scene 1/SyncT/01559.jpg,Scene 1/thermalMasks/01559.jpg
992,992,Scene 1/SyncT/01334.jpg,Scene 1/thermalMasks/01334.jpg
2414,2414,Scene 1/SyncT/02160.jpg,Scene 1/thermalMasks/02160.jpg
7683,2575,Scene 3/SyncT/02135.jpg,Scene 3/thermalMasks/02135.jpg
828,828,Scene 1/SyncT/01218.jpg,Scene 1/thermalMasks/01218.jpg
842,842,Scene 1/SyncT/01232.jpg,Scene 1/thermalMasks/01232.jpg
2666,2666,Scene 1/SyncT/02286.jpg,Scene 1/thermalMasks/02286.jpg
406,406,Scene 1/SyncT/00236.jpg,Scene 1/thermalMasks/00236.jpg
6481,1373,Scene 3/SyncT/01144.jpg,Scene 3/thermalMasks/01144.jpg
7778,2670,Scene 3/SyncT/02230.jpg,Scene 3/thermalMasks/02230.jpg
7335,2227,Scene 3/SyncT/01787.jpg,Scene 3/thermalMasks/01787.jpg
74,74,Scene 1/SyncT/00084.jpg,Scene 1/thermalMasks/00084.jpg
4017,749,Scene 2/SyncT/00829.jpg,Scene 2/thermalMasks/00829.jpg
6249,1141,Scene 3/SyncT/01028.jpg,Scene 3/thermalMasks/01028.jpg
685,685,Scene 1/SyncT/00476.jpg,Scene 1/thermalMasks/00476.jpg
3671,403,Scene 2/SyncT/00508.jpg,Scene 2/thermalMasks/00508.jpg
6280,1172,Scene 3/SyncT/01044.jpg,Scene 3/thermalMasks/01044.jpg
7102,1994,Scene 3/SyncT/01554.jpg,Scene 3/thermalMasks/01554.jpg
3455,187,Scene 2/SyncT/00350.jpg,Scene 2/thermalMasks/00350.jpg
3060,3060,Scene 1/SyncT/00439.jpg,Scene 1/thermalMasks/00439.jpg
3914,646,Scene 2/SyncT/00726.jpg,Scene 2/thermalMasks/00726.jpg
6663,1555,Scene 3/SyncT/01235.jpg,Scene 3/thermalMasks/01235.jpg
2193,2193,Scene 1/SyncT/02049.jpg,Scene 1/thermalMasks/02049.jpg
276,276,Scene 1/SyncT/00171.jpg,Scene 1/thermalMasks/00171.jpg
6064,956,Scene 3/SyncT/00950.jpg,Scene 3/thermalMasks/00950.jpg
5197,89,Scene 3/SyncT/00162.jpg,Scene 3/thermalMasks/00162.jpg
576,576,Scene 1/SyncT/00367.jpg,Scene 1/thermalMasks/00367.jpg
1933,1933,Scene 1/SyncT/01919.jpg,Scene 1/thermalMasks/01919.jpg
642,642,Scene 1/SyncT/00433.jpg,Scene 1/thermalMasks/00433.jpg
19,19,Scene 1/SyncT/00062.jpg,Scene 1/thermalMasks/00062.jpg
7184,2076,Scene 3/SyncT/01636.jpg,Scene 3/thermalMasks/01636.jpg
5402,294,Scene 3/SyncT/00245.jpg,Scene 3/thermalMasks/00245.jpg
4832,1564,Scene 2/SyncT/01834.jpg,Scene 2/thermalMasks/01834.jpg
3282,14,Scene 2/SyncT/00228.jpg,Scene 2/thermalMasks/00228.jpg
47,47,Scene 1/SyncT/00075.jpg,Scene 1/thermalMasks/00075.jpg
4383,1115,Scene 2/SyncT/01282.jpg,Scene 2/thermalMasks/01282.jpg
7424,2316,Scene 3/SyncT/01876.jpg,Scene 3/thermalMasks/01876.jpg
5741,633,Scene 3/SyncT/00843.jpg,Scene 3/thermalMasks/00843.jpg
7484,2376,Scene 3/SyncT/01936.jpg,Scene 3/thermalMasks/01936.jpg
5131,23,Scene 3/SyncT/00113.jpg,Scene 3/thermalMasks/00113.jpg
4747,1479,Scene 2/SyncT/01777.jpg,Scene 2/thermalMasks/01777.jpg
2358,2358,Scene 1/SyncT/02132.jpg,Scene 1/thermalMasks/02132.jpg
5656,548,Scene 3/SyncT/00814.jpg,Scene 3/thermalMasks/00814.jpg
6268,1160,Scene 3/SyncT/01038.jpg,Scene 3/thermalMasks/01038.jpg
1501,1501,Scene 1/SyncT/01703.jpg,Scene 1/thermalMasks/01703.jpg
2198,2198,Scene 1/SyncT/02052.jpg,Scene 1/thermalMasks/02052.jpg
3166,3166,Scene 1/SyncT/00545.jpg,Scene 1/thermalMasks/00545.jpg
5689,581,Scene 3/SyncT/00825.jpg,Scene 3/thermalMasks/00825.jpg
755,755,Scene 1/SyncT/00546.jpg,Scene 1/thermalMasks/00546.jpg
6899,1791,Scene 3/SyncT/01353.jpg,Scene 3/thermalMasks/01353.jpg
101,101,Scene 1/SyncT/00093.jpg,Scene 1/thermalMasks/00093.jpg
6979,1871,Scene 3/SyncT/01431.jpg,Scene 3/thermalMasks/01431.jpg
629,629,Scene 1/SyncT/00420.jpg,Scene 1/thermalMasks/00420.jpg
2174,2174,Scene 1/SyncT/02040.jpg,Scene 1/thermalMasks/02040.jpg
3935,667,Scene 2/SyncT/00747.jpg,Scene 2/thermalMasks/00747.jpg
5859,751,Scene 3/SyncT/00882.jpg,Scene 3/thermalMasks/00882.jpg
3859,591,Scene 2/SyncT/00671.jpg,Scene 2/thermalMasks/00671.jpg
1280,1280,Scene 1/SyncT/01593.jpg,Scene 1/thermalMasks/01593.jpg
1352,1352,Scene 1/SyncT/01629.jpg,Scene 1/thermalMasks/01629.jpg
5284,176,Scene 3/SyncT/00192.jpg,Scene 3/thermalMasks/00192.jpg
3661,393,Scene 2/SyncT/00503.jpg,Scene 2/thermalMasks/00503.jpg
4989,1721,Scene 2/SyncT/01988.jpg,Scene 2/thermalMasks/01988.jpg
3351,83,Scene 2/SyncT/00297.jpg,Scene 2/thermalMasks/00297.jpg
1075,1075,Scene 1/SyncT/01417.jpg,Scene 1/thermalMasks/01417.jpg
3921,653,Scene 2/SyncT/00733.jpg,Scene 2/thermalMasks/00733.jpg
4147,879,Scene 2/SyncT/00959.jpg,Scene 2/thermalMasks/00959.jpg
5102,1834,Scene 2/SyncT/02101.jpg,Scene 2/thermalMasks/02101.jpg
3006,3006,Scene 1/SyncT/00385.jpg,Scene 1/thermalMasks/00385.jpg
7249,2141,Scene 3/SyncT/01701.jpg,Scene 3/thermalMasks/01701.jpg
7719,2611,Scene 3/SyncT/02171.jpg,Scene 3/thermalMasks/02171.jpg
1648,1648,Scene 1/SyncT/01777.jpg,Scene 1/thermalMasks/01777.jpg
5037,1769,Scene 2/SyncT/02036.jpg,Scene 2/thermalMasks/02036.jpg
559,559,Scene 1/SyncT/00350.jpg,Scene 1/thermalMasks/00350.jpg
2458,2458,Scene 1/SyncT/02182.jpg,Scene 1/thermalMasks/02182.jpg
2293,2293,Scene 1/SyncT/02099.jpg,Scene 1/thermalMasks/02099.jpg
3670,402,Scene 2/SyncT/00507.jpg,Scene 2/thermalMasks/00507.jpg
2046,2046,Scene 1/SyncT/01976.jpg,Scene 1/thermalMasks/01976.jpg
7949,2841,Scene 3/SyncT/00122.jpg,Scene 3/thermalMasks/00122.jpg
4681,1413,Scene 2/SyncT/01711.jpg,Scene 2/thermalMasks/01711.jpg
4118,850,Scene 2/SyncT/00930.jpg,Scene 2/thermalMasks/00930.jpg
300,300,Scene 1/SyncT/00183.jpg,Scene 1/thermalMasks/00183.jpg
971,971,Scene 1/SyncT/01313.jpg,Scene 1/thermalMasks/01313.jpg
2660,2660,Scene 1/SyncT/02283.jpg,Scene 1/thermalMasks/02283.jpg
1968,1968,Scene 1/SyncT/01937.jpg,Scene 1/thermalMasks/01937.jpg
7620,2512,Scene 3/SyncT/02072.jpg,Scene 3/thermalMasks/02072.jpg
4150,882,Scene 2/SyncT/00962.jpg,Scene 2/thermalMasks/00962.jpg
6987,1879,Scene 3/SyncT/01439.jpg,Scene 3/thermalMasks/01439.jpg
1875,1875,Scene 1/SyncT/01890.jpg,Scene 1/thermalMasks/01890.jpg
4773,1505,Scene 2/SyncT/01803.jpg,Scene 2/thermalMasks/01803.jpg
1717,1717,Scene 1/SyncT/01811.jpg,Scene 1/thermalMasks/01811.jpg
7647,2539,Scene 3/SyncT/02099.jpg,Scene 3/thermalMasks/02099.jpg
3691,423,Scene 2/SyncT/00518.jpg,Scene 2/thermalMasks/00518.jpg
2961,2961,Scene 1/SyncT/00340.jpg,Scene 1/thermalMasks/00340.jpg
2783,2783,Scene 1/SyncT/02344.jpg,Scene 1/thermalMasks/02344.jpg
7418,2310,Scene 3/SyncT/01870.jpg,Scene 3/thermalMasks/01870.jpg
3309,41,Scene 2/SyncT/00255.jpg,Scene 2/thermalMasks/00255.jpg
3893,625,Scene 2/SyncT/00705.jpg,Scene 2/thermalMasks/00705.jpg
7655,2547,Scene 3/SyncT/02107.jpg,Scene 3/thermalMasks/02107.jpg
1965,1965,Scene 1/SyncT/01935.jpg,Scene 1/thermalMasks/01935.jpg
3102,3102,Scene 1/SyncT/00481.jpg,Scene 1/thermalMasks/00481.jpg
7218,2110,Scene 3/SyncT/01670.jpg,Scene 3/thermalMasks/01670.jpg
7906,2798,Scene 3/SyncT/02358.jpg,Scene 3/thermalMasks/02358.jpg
1192,1192,Scene 1/SyncT/01534.jpg,Scene 1/thermalMasks/01534.jpg
1341,1341,Scene 1/SyncT/01623.jpg,Scene 1/thermalMasks/01623.jpg
7455,2347,Scene 3/SyncT/01907.jpg,Scene 3/thermalMasks/01907.jpg
3588,320,Scene 2/SyncT/00449.jpg,Scene 2/thermalMasks/00449.jpg
3490,222,Scene 2/SyncT/00368.jpg,Scene 2/thermalMasks/00368.jpg
4211,943,Scene 2/SyncT/01015.jpg,Scene 2/thermalMasks/01015.jpg
392,392,Scene 1/SyncT/00229.jpg,Scene 1/thermalMasks/00229.jpg
900,900,Scene 1/SyncT/01268.jpg,Scene 1/thermalMasks/01268.jpg
1660,1660,Scene 1/SyncT/01783.jpg,Scene 1/thermalMasks/01783.jpg
3305,37,Scene 2/SyncT/00251.jpg,Scene 2/thermalMasks/00251.jpg
3819,551,Scene 2/SyncT/00631.jpg,Scene 2/thermalMasks/00631.jpg
2643,2643,Scene 1/SyncT/02274.jpg,Scene 1/thermalMasks/02274.jpg
7585,2477,Scene 3/SyncT/02037.jpg,Scene 3/thermalMasks/02037.jpg
51,51,Scene 1/SyncT/00076.jpg,Scene 1/thermalMasks/00076.jpg
4546,1278,Scene 2/SyncT/01576.jpg,Scene 2/thermalMasks/01576.jpg
2354,2354,Scene 1/SyncT/02130.jpg,Scene 1/thermalMasks/02130.jpg
4468,1200,Scene 2/SyncT/01367.jpg,Scene 2/thermalMasks/01367.jpg
5230,122,Scene 3/SyncT/00174.jpg,Scene 3/thermalMasks/00174.jpg
3111,3111,Scene 1/SyncT/00490.jpg,Scene 1/thermalMasks/00490.jpg
55,55,Scene 1/SyncT/00078.jpg,Scene 1/thermalMasks/00078.jpg
2084,2084,Scene 1/SyncT/01995.jpg,Scene 1/thermalMasks/01995.jpg
7768,2660,Scene 3/SyncT/02220.jpg,Scene 3/thermalMasks/02220.jpg
1364,1364,Scene 1/SyncT/01635.jpg,Scene 1/thermalMasks/01635.jpg
411,411,Scene 1/SyncT/00238.jpg,Scene 1/thermalMasks/00238.jpg
6824,1716,Scene 3/SyncT/01316.jpg,Scene 3/thermalMasks/01316.jpg
1776,1776,Scene 1/SyncT/01841.jpg,Scene 1/thermalMasks/01841.jpg
7043,1935,Scene 3/SyncT/01495.jpg,Scene 3/thermalMasks/01495.jpg
1764,1764,Scene 1/SyncT/01835.jpg,Scene 1/thermalMasks/01835.jpg
1806,1806,Scene 1/SyncT/01856.jpg,Scene 1/thermalMasks/01856.jpg
3743,475,Scene 2/SyncT/00555.jpg,Scene 2/thermalMasks/00555.jpg
6839,1731,Scene 3/SyncT/01323.jpg,Scene 3/thermalMasks/01323.jpg
4638,1370,Scene 2/SyncT/01668.jpg,Scene 2/thermalMasks/01668.jpg
2510,2510,Scene 1/SyncT/02208.jpg,Scene 1/thermalMasks/02208.jpg
4887,1619,Scene 2/SyncT/01886.jpg,Scene 2/thermalMasks/01886.jpg
38,38,Scene 1/SyncT/00072.jpg,Scene 1/thermalMasks/00072.jpg
7110,2002,Scene 3/SyncT/01562.jpg,Scene 3/thermalMasks/01562.jpg
5860,752,Scene 3/SyncT/00882.jpg,Scene 3/thermalMasks/00882.jpg
4282,1014,Scene 2/SyncT/01053.jpg,Scene 2/thermalMasks/01053.jpg
2619,2619,Scene 1/SyncT/02262.jpg,Scene 1/thermalMasks/02262.jpg
25,25,Scene 1/SyncT/00068.jpg,Scene 1/thermalMasks/00068.jpg
5338,230,Scene 3/SyncT/00213.jpg,Scene 3/thermalMasks/00213.jpg
4720,1452,Scene 2/SyncT/01750.jpg,Scene 2/thermalMasks/01750.jpg
1913,1913,Scene 1/SyncT/01909.jpg,Scene 1/thermalMasks/01909.jpg
4483,1215,Scene 2/SyncT/01382.jpg,Scene 2/thermalMasks/01382.jpg
7693,2585,Scene 3/SyncT/02145.jpg,Scene 3/thermalMasks/02145.jpg
1507,1507,Scene 1/SyncT/01706.jpg,Scene 1/thermalMasks/01706.jpg
4341,1073,Scene 2/SyncT/01240.jpg,Scene 2/thermalMasks/01240.jpg
261,261,Scene 1/SyncT/00163.jpg,Scene 1/thermalMasks/00163.jpg
6107,999,Scene 3/SyncT/00965.jpg,Scene 3/thermalMasks/00965.jpg
6546,1438,Scene 3/SyncT/01177.jpg,Scene 3/thermalMasks/01177.jpg
7865,2757,Scene 3/SyncT/02317.jpg,Scene 3/thermalMasks/02317.jpg
128,128,Scene 1/SyncT/00102.jpg,Scene 1/thermalMasks/00102.jpg
4823,1555,Scene 2/SyncT/01830.jpg,Scene 2/thermalMasks/01830.jpg
