,Thermal file,Thermal mask file
1805,Scene 1/SyncT/01855.jpg,Scene 1/thermalMasks/01855.jpg
1806,Scene 1/SyncT/01856.jpg,Scene 1/thermalMasks/01856.jpg
1807,Scene 1/SyncT/01856.jpg,Scene 1/thermalMasks/01856.jpg
1808,Scene 1/SyncT/01857.jpg,Scene 1/thermalMasks/01857.jpg
1809,Scene 1/SyncT/01857.jpg,Scene 1/thermalMasks/01857.jpg
1810,Scene 1/SyncT/01858.jpg,Scene 1/thermalMasks/01858.jpg
1811,Scene 1/SyncT/01858.jpg,Scene 1/thermalMasks/01858.jpg
1812,Scene 1/SyncT/01859.jpg,Scene 1/thermalMasks/01859.jpg
1813,Scene 1/SyncT/01859.jpg,Scene 1/thermalMasks/01859.jpg
1814,Scene 1/SyncT/01860.jpg,Scene 1/thermalMasks/01860.jpg
1815,Scene 1/SyncT/01860.jpg,Scene 1/thermalMasks/01860.jpg
1816,Scene 1/SyncT/01861.jpg,Scene 1/thermalMasks/01861.jpg
1817,Scene 1/SyncT/01861.jpg,Scene 1/thermalMasks/01861.jpg
1818,Scene 1/SyncT/01862.jpg,Scene 1/thermalMasks/01862.jpg
1819,Scene 1/SyncT/01862.jpg,Scene 1/thermalMasks/01862.jpg
1820,Scene 1/SyncT/01863.jpg,Scene 1/thermalMasks/01863.jpg
1821,Scene 1/SyncT/01863.jpg,Scene 1/thermalMasks/01863.jpg
1822,Scene 1/SyncT/01864.jpg,Scene 1/thermalMasks/01864.jpg
1823,Scene 1/SyncT/01864.jpg,Scene 1/thermalMasks/01864.jpg
1824,Scene 1/SyncT/01865.jpg,Scene 1/thermalMasks/01865.jpg
1825,Scene 1/SyncT/01865.jpg,Scene 1/thermalMasks/01865.jpg
1826,Scene 1/SyncT/01866.jpg,Scene 1/thermalMasks/01866.jpg
1827,Scene 1/SyncT/01866.jpg,Scene 1/thermalMasks/01866.jpg
1828,Scene 1/SyncT/01867.jpg,Scene 1/thermalMasks/01867.jpg
1829,Scene 1/SyncT/01867.jpg,Scene 1/thermalMasks/01867.jpg
1830,Scene 1/SyncT/01868.jpg,Scene 1/thermalMasks/01868.jpg
1831,Scene 1/SyncT/01868.jpg,Scene 1/thermalMasks/01868.jpg
1832,Scene 1/SyncT/01869.jpg,Scene 1/thermalMasks/01869.jpg
1833,Scene 1/SyncT/01869.jpg,Scene 1/thermalMasks/01869.jpg
1834,Scene 1/SyncT/01870.jpg,Scene 1/thermalMasks/01870.jpg
1835,Scene 1/SyncT/01870.jpg,Scene 1/thermalMasks/01870.jpg
1836,Scene 1/SyncT/01871.jpg,Scene 1/thermalMasks/01871.jpg
1837,Scene 1/SyncT/01871.jpg,Scene 1/thermalMasks/01871.jpg
1838,Scene 1/SyncT/01872.jpg,Scene 1/thermalMasks/01872.jpg
1839,Scene 1/SyncT/01872.jpg,Scene 1/thermalMasks/01872.jpg
1840,Scene 1/SyncT/01873.jpg,Scene 1/thermalMasks/01873.jpg
1841,Scene 1/SyncT/01873.jpg,Scene 1/thermalMasks/01873.jpg
1842,Scene 1/SyncT/01874.jpg,Scene 1/thermalMasks/01874.jpg
1843,Scene 1/SyncT/01874.jpg,Scene 1/thermalMasks/01874.jpg
1844,Scene 1/SyncT/01875.jpg,Scene 1/thermalMasks/01875.jpg
1845,Scene 1/SyncT/01875.jpg,Scene 1/thermalMasks/01875.jpg
1846,Scene 1/SyncT/01876.jpg,Scene 1/thermalMasks/01876.jpg
1847,Scene 1/SyncT/01876.jpg,Scene 1/thermalMasks/01876.jpg
1848,Scene 1/SyncT/01877.jpg,Scene 1/thermalMasks/01877.jpg
1849,Scene 1/SyncT/01877.jpg,Scene 1/thermalMasks/01877.jpg
1850,Scene 1/SyncT/01878.jpg,Scene 1/thermalMasks/01878.jpg
1851,Scene 1/SyncT/01878.jpg,Scene 1/thermalMasks/01878.jpg
1852,Scene 1/SyncT/01879.jpg,Scene 1/thermalMasks/01879.jpg
1853,Scene 1/SyncT/01879.jpg,Scene 1/thermalMasks/01879.jpg
1854,Scene 1/SyncT/01880.jpg,Scene 1/thermalMasks/01880.jpg
1855,Scene 1/SyncT/01880.jpg,Scene 1/thermalMasks/01880.jpg
1856,Scene 1/SyncT/01881.jpg,Scene 1/thermalMasks/01881.jpg
1857,Scene 1/SyncT/01881.jpg,Scene 1/thermalMasks/01881.jpg
1858,Scene 1/SyncT/01882.jpg,Scene 1/thermalMasks/01882.jpg
1859,Scene 1/SyncT/01882.jpg,Scene 1/thermalMasks/01882.jpg
1860,Scene 1/SyncT/01883.jpg,Scene 1/thermalMasks/01883.jpg
1861,Scene 1/SyncT/01883.jpg,Scene 1/thermalMasks/01883.jpg
1862,Scene 1/SyncT/01884.jpg,Scene 1/thermalMasks/01884.jpg
1863,Scene 1/SyncT/01884.jpg,Scene 1/thermalMasks/01884.jpg
1864,Scene 1/SyncT/01885.jpg,Scene 1/thermalMasks/01885.jpg
1865,Scene 1/SyncT/01885.jpg,Scene 1/thermalMasks/01885.jpg
1866,Scene 1/SyncT/01886.jpg,Scene 1/thermalMasks/01886.jpg
1867,Scene 1/SyncT/01886.jpg,Scene 1/thermalMasks/01886.jpg
1868,Scene 1/SyncT/01887.jpg,Scene 1/thermalMasks/01887.jpg
1869,Scene 1/SyncT/01887.jpg,Scene 1/thermalMasks/01887.jpg
1870,Scene 1/SyncT/01888.jpg,Scene 1/thermalMasks/01888.jpg
1871,Scene 1/SyncT/01888.jpg,Scene 1/thermalMasks/01888.jpg
1872,Scene 1/SyncT/01889.jpg,Scene 1/thermalMasks/01889.jpg
1873,Scene 1/SyncT/01889.jpg,Scene 1/thermalMasks/01889.jpg
1874,Scene 1/SyncT/01890.jpg,Scene 1/thermalMasks/01890.jpg
1875,Scene 1/SyncT/01890.jpg,Scene 1/thermalMasks/01890.jpg
1876,Scene 1/SyncT/01891.jpg,Scene 1/thermalMasks/01891.jpg
1877,Scene 1/SyncT/01891.jpg,Scene 1/thermalMasks/01891.jpg
1878,Scene 1/SyncT/01892.jpg,Scene 1/thermalMasks/01892.jpg
1879,Scene 1/SyncT/01892.jpg,Scene 1/thermalMasks/01892.jpg
1880,Scene 1/SyncT/01893.jpg,Scene 1/thermalMasks/01893.jpg
1881,Scene 1/SyncT/01893.jpg,Scene 1/thermalMasks/01893.jpg
1882,Scene 1/SyncT/01894.jpg,Scene 1/thermalMasks/01894.jpg
1883,Scene 1/SyncT/01894.jpg,Scene 1/thermalMasks/01894.jpg
1884,Scene 1/SyncT/01895.jpg,Scene 1/thermalMasks/01895.jpg
1885,Scene 1/SyncT/01895.jpg,Scene 1/thermalMasks/01895.jpg
1886,Scene 1/SyncT/01896.jpg,Scene 1/thermalMasks/01896.jpg
1887,Scene 1/SyncT/01896.jpg,Scene 1/thermalMasks/01896.jpg
1888,Scene 1/SyncT/01897.jpg,Scene 1/thermalMasks/01897.jpg
1889,Scene 1/SyncT/01897.jpg,Scene 1/thermalMasks/01897.jpg
1890,Scene 1/SyncT/01898.jpg,Scene 1/thermalMasks/01898.jpg
1891,Scene 1/SyncT/01898.jpg,Scene 1/thermalMasks/01898.jpg
1892,Scene 1/SyncT/01899.jpg,Scene 1/thermalMasks/01899.jpg
1893,Scene 1/SyncT/01899.jpg,Scene 1/thermalMasks/01899.jpg
1894,Scene 1/SyncT/01900.jpg,Scene 1/thermalMasks/01900.jpg
1895,Scene 1/SyncT/01900.jpg,Scene 1/thermalMasks/01900.jpg
1896,Scene 1/SyncT/01901.jpg,Scene 1/thermalMasks/01901.jpg
1897,Scene 1/SyncT/01901.jpg,Scene 1/thermalMasks/01901.jpg
1898,Scene 1/SyncT/01902.jpg,Scene 1/thermalMasks/01902.jpg
1899,Scene 1/SyncT/01902.jpg,Scene 1/thermalMasks/01902.jpg
1900,Scene 1/SyncT/01903.jpg,Scene 1/thermalMasks/01903.jpg
1901,Scene 1/SyncT/01903.jpg,Scene 1/thermalMasks/01903.jpg
1902,Scene 1/SyncT/01904.jpg,Scene 1/thermalMasks/01904.jpg
1903,Scene 1/SyncT/01904.jpg,Scene 1/thermalMasks/01904.jpg
1904,Scene 1/SyncT/01905.jpg,Scene 1/thermalMasks/01905.jpg
1905,Scene 1/SyncT/01905.jpg,Scene 1/thermalMasks/01905.jpg
1906,Scene 1/SyncT/01906.jpg,Scene 1/thermalMasks/01906.jpg
1907,Scene 1/SyncT/01906.jpg,Scene 1/thermalMasks/01906.jpg
1908,Scene 1/SyncT/01907.jpg,Scene 1/thermalMasks/01907.jpg
1909,Scene 1/SyncT/01907.jpg,Scene 1/thermalMasks/01907.jpg
1910,Scene 1/SyncT/01908.jpg,Scene 1/thermalMasks/01908.jpg
1911,Scene 1/SyncT/01908.jpg,Scene 1/thermalMasks/01908.jpg
1912,Scene 1/SyncT/01909.jpg,Scene 1/thermalMasks/01909.jpg
1913,Scene 1/SyncT/01909.jpg,Scene 1/thermalMasks/01909.jpg
1914,Scene 1/SyncT/01910.jpg,Scene 1/thermalMasks/01910.jpg
1915,Scene 1/SyncT/01910.jpg,Scene 1/thermalMasks/01910.jpg
1916,Scene 1/SyncT/01911.jpg,Scene 1/thermalMasks/01911.jpg
1917,Scene 1/SyncT/01911.jpg,Scene 1/thermalMasks/01911.jpg
1918,Scene 1/SyncT/01912.jpg,Scene 1/thermalMasks/01912.jpg
1919,Scene 1/SyncT/01912.jpg,Scene 1/thermalMasks/01912.jpg
1920,Scene 1/SyncT/01913.jpg,Scene 1/thermalMasks/01913.jpg
1921,Scene 1/SyncT/01913.jpg,Scene 1/thermalMasks/01913.jpg
1922,Scene 1/SyncT/01914.jpg,Scene 1/thermalMasks/01914.jpg
1923,Scene 1/SyncT/01914.jpg,Scene 1/thermalMasks/01914.jpg
1924,Scene 1/SyncT/01915.jpg,Scene 1/thermalMasks/01915.jpg
1925,Scene 1/SyncT/01915.jpg,Scene 1/thermalMasks/01915.jpg
1926,Scene 1/SyncT/01916.jpg,Scene 1/thermalMasks/01916.jpg
1927,Scene 1/SyncT/01916.jpg,Scene 1/thermalMasks/01916.jpg
1928,Scene 1/SyncT/01917.jpg,Scene 1/thermalMasks/01917.jpg
1929,Scene 1/SyncT/01917.jpg,Scene 1/thermalMasks/01917.jpg
1930,Scene 1/SyncT/01918.jpg,Scene 1/thermalMasks/01918.jpg
1931,Scene 1/SyncT/01918.jpg,Scene 1/thermalMasks/01918.jpg
1932,Scene 1/SyncT/01919.jpg,Scene 1/thermalMasks/01919.jpg
1933,Scene 1/SyncT/01919.jpg,Scene 1/thermalMasks/01919.jpg
1934,Scene 1/SyncT/01920.jpg,Scene 1/thermalMasks/01920.jpg
1935,Scene 1/SyncT/01920.jpg,Scene 1/thermalMasks/01920.jpg
1936,Scene 1/SyncT/01921.jpg,Scene 1/thermalMasks/01921.jpg
1937,Scene 1/SyncT/01921.jpg,Scene 1/thermalMasks/01921.jpg
1938,Scene 1/SyncT/01922.jpg,Scene 1/thermalMasks/01922.jpg
1939,Scene 1/SyncT/01922.jpg,Scene 1/thermalMasks/01922.jpg
1940,Scene 1/SyncT/01923.jpg,Scene 1/thermalMasks/01923.jpg
1941,Scene 1/SyncT/01923.jpg,Scene 1/thermalMasks/01923.jpg
1942,Scene 1/SyncT/01924.jpg,Scene 1/thermalMasks/01924.jpg
1943,Scene 1/SyncT/01924.jpg,Scene 1/thermalMasks/01924.jpg
1944,Scene 1/SyncT/01925.jpg,Scene 1/thermalMasks/01925.jpg
1945,Scene 1/SyncT/01925.jpg,Scene 1/thermalMasks/01925.jpg
1946,Scene 1/SyncT/01926.jpg,Scene 1/thermalMasks/01926.jpg
1947,Scene 1/SyncT/01926.jpg,Scene 1/thermalMasks/01926.jpg
1948,Scene 1/SyncT/01927.jpg,Scene 1/thermalMasks/01927.jpg
1949,Scene 1/SyncT/01927.jpg,Scene 1/thermalMasks/01927.jpg
1950,Scene 1/SyncT/01928.jpg,Scene 1/thermalMasks/01928.jpg
1951,Scene 1/SyncT/01928.jpg,Scene 1/thermalMasks/01928.jpg
1952,Scene 1/SyncT/01929.jpg,Scene 1/thermalMasks/01929.jpg
1953,Scene 1/SyncT/01929.jpg,Scene 1/thermalMasks/01929.jpg
1954,Scene 1/SyncT/01930.jpg,Scene 1/thermalMasks/01930.jpg
1955,Scene 1/SyncT/01930.jpg,Scene 1/thermalMasks/01930.jpg
1956,Scene 1/SyncT/01931.jpg,Scene 1/thermalMasks/01931.jpg
1957,Scene 1/SyncT/01931.jpg,Scene 1/thermalMasks/01931.jpg
1958,Scene 1/SyncT/01932.jpg,Scene 1/thermalMasks/01932.jpg
1959,Scene 1/SyncT/01932.jpg,Scene 1/thermalMasks/01932.jpg
1960,Scene 1/SyncT/01933.jpg,Scene 1/thermalMasks/01933.jpg
1961,Scene 1/SyncT/01933.jpg,Scene 1/thermalMasks/01933.jpg
1962,Scene 1/SyncT/01934.jpg,Scene 1/thermalMasks/01934.jpg
1963,Scene 1/SyncT/01934.jpg,Scene 1/thermalMasks/01934.jpg
1964,Scene 1/SyncT/01935.jpg,Scene 1/thermalMasks/01935.jpg
1965,Scene 1/SyncT/01935.jpg,Scene 1/thermalMasks/01935.jpg
1966,Scene 1/SyncT/01936.jpg,Scene 1/thermalMasks/01936.jpg
1967,Scene 1/SyncT/01936.jpg,Scene 1/thermalMasks/01936.jpg
1968,Scene 1/SyncT/01937.jpg,Scene 1/thermalMasks/01937.jpg
1969,Scene 1/SyncT/01937.jpg,Scene 1/thermalMasks/01937.jpg
1970,Scene 1/SyncT/01938.jpg,Scene 1/thermalMasks/01938.jpg
1971,Scene 1/SyncT/01938.jpg,Scene 1/thermalMasks/01938.jpg
1972,Scene 1/SyncT/01939.jpg,Scene 1/thermalMasks/01939.jpg
1973,Scene 1/SyncT/01939.jpg,Scene 1/thermalMasks/01939.jpg
1974,Scene 1/SyncT/01940.jpg,Scene 1/thermalMasks/01940.jpg
1975,Scene 1/SyncT/01940.jpg,Scene 1/thermalMasks/01940.jpg
1976,Scene 1/SyncT/01941.jpg,Scene 1/thermalMasks/01941.jpg
1977,Scene 1/SyncT/01941.jpg,Scene 1/thermalMasks/01941.jpg
1978,Scene 1/SyncT/01942.jpg,Scene 1/thermalMasks/01942.jpg
1979,Scene 1/SyncT/01942.jpg,Scene 1/thermalMasks/01942.jpg
1980,Scene 1/SyncT/01943.jpg,Scene 1/thermalMasks/01943.jpg
1981,Scene 1/SyncT/01943.jpg,Scene 1/thermalMasks/01943.jpg
1982,Scene 1/SyncT/01944.jpg,Scene 1/thermalMasks/01944.jpg
1983,Scene 1/SyncT/01944.jpg,Scene 1/thermalMasks/01944.jpg
1984,Scene 1/SyncT/01945.jpg,Scene 1/thermalMasks/01945.jpg
1985,Scene 1/SyncT/01945.jpg,Scene 1/thermalMasks/01945.jpg
1986,Scene 1/SyncT/01946.jpg,Scene 1/thermalMasks/01946.jpg
1987,Scene 1/SyncT/01946.jpg,Scene 1/thermalMasks/01946.jpg
1988,Scene 1/SyncT/01947.jpg,Scene 1/thermalMasks/01947.jpg
1989,Scene 1/SyncT/01947.jpg,Scene 1/thermalMasks/01947.jpg
1990,Scene 1/SyncT/01948.jpg,Scene 1/thermalMasks/01948.jpg
1991,Scene 1/SyncT/01948.jpg,Scene 1/thermalMasks/01948.jpg
1992,Scene 1/SyncT/01949.jpg,Scene 1/thermalMasks/01949.jpg
1993,Scene 1/SyncT/01949.jpg,Scene 1/thermalMasks/01949.jpg
1994,Scene 1/SyncT/01950.jpg,Scene 1/thermalMasks/01950.jpg
1995,Scene 1/SyncT/01950.jpg,Scene 1/thermalMasks/01950.jpg
1996,Scene 1/SyncT/01951.jpg,Scene 1/thermalMasks/01951.jpg
1997,Scene 1/SyncT/01951.jpg,Scene 1/thermalMasks/01951.jpg
1998,Scene 1/SyncT/01952.jpg,Scene 1/thermalMasks/01952.jpg
1999,Scene 1/SyncT/01952.jpg,Scene 1/thermalMasks/01952.jpg
2000,Scene 1/SyncT/01953.jpg,Scene 1/thermalMasks/01953.jpg
2001,Scene 1/SyncT/01953.jpg,Scene 1/thermalMasks/01953.jpg
2002,Scene 1/SyncT/01954.jpg,Scene 1/thermalMasks/01954.jpg
2003,Scene 1/SyncT/01954.jpg,Scene 1/thermalMasks/01954.jpg
2004,Scene 1/SyncT/01955.jpg,Scene 1/thermalMasks/01955.jpg
2005,Scene 1/SyncT/01955.jpg,Scene 1/thermalMasks/01955.jpg
2006,Scene 1/SyncT/01956.jpg,Scene 1/thermalMasks/01956.jpg
2007,Scene 1/SyncT/01956.jpg,Scene 1/thermalMasks/01956.jpg
2008,Scene 1/SyncT/01957.jpg,Scene 1/thermalMasks/01957.jpg
2009,Scene 1/SyncT/01957.jpg,Scene 1/thermalMasks/01957.jpg
2010,Scene 1/SyncT/01958.jpg,Scene 1/thermalMasks/01958.jpg
2011,Scene 1/SyncT/01958.jpg,Scene 1/thermalMasks/01958.jpg
2012,Scene 1/SyncT/01959.jpg,Scene 1/thermalMasks/01959.jpg
2013,Scene 1/SyncT/01959.jpg,Scene 1/thermalMasks/01959.jpg
2014,Scene 1/SyncT/01960.jpg,Scene 1/thermalMasks/01960.jpg
2015,Scene 1/SyncT/01960.jpg,Scene 1/thermalMasks/01960.jpg
2016,Scene 1/SyncT/01961.jpg,Scene 1/thermalMasks/01961.jpg
2017,Scene 1/SyncT/01961.jpg,Scene 1/thermalMasks/01961.jpg
2018,Scene 1/SyncT/01962.jpg,Scene 1/thermalMasks/01962.jpg
2019,Scene 1/SyncT/01962.jpg,Scene 1/thermalMasks/01962.jpg
2020,Scene 1/SyncT/01963.jpg,Scene 1/thermalMasks/01963.jpg
2021,Scene 1/SyncT/01963.jpg,Scene 1/thermalMasks/01963.jpg
2022,Scene 1/SyncT/01964.jpg,Scene 1/thermalMasks/01964.jpg
2023,Scene 1/SyncT/01964.jpg,Scene 1/thermalMasks/01964.jpg
2024,Scene 1/SyncT/01965.jpg,Scene 1/thermalMasks/01965.jpg
2025,Scene 1/SyncT/01965.jpg,Scene 1/thermalMasks/01965.jpg
2026,Scene 1/SyncT/01966.jpg,Scene 1/thermalMasks/01966.jpg
2027,Scene 1/SyncT/01966.jpg,Scene 1/thermalMasks/01966.jpg
2028,Scene 1/SyncT/01967.jpg,Scene 1/thermalMasks/01967.jpg
2029,Scene 1/SyncT/01967.jpg,Scene 1/thermalMasks/01967.jpg
2030,Scene 1/SyncT/01968.jpg,Scene 1/thermalMasks/01968.jpg
2031,Scene 1/SyncT/01968.jpg,Scene 1/thermalMasks/01968.jpg
2032,Scene 1/SyncT/01969.jpg,Scene 1/thermalMasks/01969.jpg
2033,Scene 1/SyncT/01969.jpg,Scene 1/thermalMasks/01969.jpg
2034,Scene 1/SyncT/01970.jpg,Scene 1/thermalMasks/01970.jpg
2035,Scene 1/SyncT/01970.jpg,Scene 1/thermalMasks/01970.jpg
2036,Scene 1/SyncT/01971.jpg,Scene 1/thermalMasks/01971.jpg
2037,Scene 1/SyncT/01971.jpg,Scene 1/thermalMasks/01971.jpg
2038,Scene 1/SyncT/01972.jpg,Scene 1/thermalMasks/01972.jpg
2039,Scene 1/SyncT/01972.jpg,Scene 1/thermalMasks/01972.jpg
2040,Scene 1/SyncT/01973.jpg,Scene 1/thermalMasks/01973.jpg
2041,Scene 1/SyncT/01973.jpg,Scene 1/thermalMasks/01973.jpg
2042,Scene 1/SyncT/01974.jpg,Scene 1/thermalMasks/01974.jpg
2043,Scene 1/SyncT/01974.jpg,Scene 1/thermalMasks/01974.jpg
2044,Scene 1/SyncT/01975.jpg,Scene 1/thermalMasks/01975.jpg
2045,Scene 1/SyncT/01975.jpg,Scene 1/thermalMasks/01975.jpg
2046,Scene 1/SyncT/01976.jpg,Scene 1/thermalMasks/01976.jpg
2047,Scene 1/SyncT/01976.jpg,Scene 1/thermalMasks/01976.jpg
2048,Scene 1/SyncT/01977.jpg,Scene 1/thermalMasks/01977.jpg
2049,Scene 1/SyncT/01977.jpg,Scene 1/thermalMasks/01977.jpg
2050,Scene 1/SyncT/01978.jpg,Scene 1/thermalMasks/01978.jpg
2051,Scene 1/SyncT/01978.jpg,Scene 1/thermalMasks/01978.jpg
2052,Scene 1/SyncT/01979.jpg,Scene 1/thermalMasks/01979.jpg
2053,Scene 1/SyncT/01979.jpg,Scene 1/thermalMasks/01979.jpg
2054,Scene 1/SyncT/01980.jpg,Scene 1/thermalMasks/01980.jpg
2055,Scene 1/SyncT/01980.jpg,Scene 1/thermalMasks/01980.jpg
2056,Scene 1/SyncT/01981.jpg,Scene 1/thermalMasks/01981.jpg
2057,Scene 1/SyncT/01981.jpg,Scene 1/thermalMasks/01981.jpg
2058,Scene 1/SyncT/01982.jpg,Scene 1/thermalMasks/01982.jpg
2059,Scene 1/SyncT/01982.jpg,Scene 1/thermalMasks/01982.jpg
2060,Scene 1/SyncT/01983.jpg,Scene 1/thermalMasks/01983.jpg
2061,Scene 1/SyncT/01983.jpg,Scene 1/thermalMasks/01983.jpg
2062,Scene 1/SyncT/01984.jpg,Scene 1/thermalMasks/01984.jpg
2063,Scene 1/SyncT/01984.jpg,Scene 1/thermalMasks/01984.jpg
2064,Scene 1/SyncT/01985.jpg,Scene 1/thermalMasks/01985.jpg
2065,Scene 1/SyncT/01985.jpg,Scene 1/thermalMasks/01985.jpg
2066,Scene 1/SyncT/01986.jpg,Scene 1/thermalMasks/01986.jpg
2067,Scene 1/SyncT/01986.jpg,Scene 1/thermalMasks/01986.jpg
2068,Scene 1/SyncT/01987.jpg,Scene 1/thermalMasks/01987.jpg
2069,Scene 1/SyncT/01987.jpg,Scene 1/thermalMasks/01987.jpg
2070,Scene 1/SyncT/01988.jpg,Scene 1/thermalMasks/01988.jpg
2071,Scene 1/SyncT/01988.jpg,Scene 1/thermalMasks/01988.jpg
2072,Scene 1/SyncT/01989.jpg,Scene 1/thermalMasks/01989.jpg
2073,Scene 1/SyncT/01989.jpg,Scene 1/thermalMasks/01989.jpg
2074,Scene 1/SyncT/01990.jpg,Scene 1/thermalMasks/01990.jpg
2075,Scene 1/SyncT/01990.jpg,Scene 1/thermalMasks/01990.jpg
2076,Scene 1/SyncT/01991.jpg,Scene 1/thermalMasks/01991.jpg
2077,Scene 1/SyncT/01991.jpg,Scene 1/thermalMasks/01991.jpg
2078,Scene 1/SyncT/01992.jpg,Scene 1/thermalMasks/01992.jpg
2079,Scene 1/SyncT/01992.jpg,Scene 1/thermalMasks/01992.jpg
2080,Scene 1/SyncT/01993.jpg,Scene 1/thermalMasks/01993.jpg
2081,Scene 1/SyncT/01993.jpg,Scene 1/thermalMasks/01993.jpg
2082,Scene 1/SyncT/01994.jpg,Scene 1/thermalMasks/01994.jpg
2083,Scene 1/SyncT/01994.jpg,Scene 1/thermalMasks/01994.jpg
2084,Scene 1/SyncT/01995.jpg,Scene 1/thermalMasks/01995.jpg
2085,Scene 1/SyncT/01995.jpg,Scene 1/thermalMasks/01995.jpg
2086,Scene 1/SyncT/01996.jpg,Scene 1/thermalMasks/01996.jpg
2087,Scene 1/SyncT/01996.jpg,Scene 1/thermalMasks/01996.jpg
2088,Scene 1/SyncT/01997.jpg,Scene 1/thermalMasks/01997.jpg
2089,Scene 1/SyncT/01997.jpg,Scene 1/thermalMasks/01997.jpg
2090,Scene 1/SyncT/01998.jpg,Scene 1/thermalMasks/01998.jpg
2091,Scene 1/SyncT/01998.jpg,Scene 1/thermalMasks/01998.jpg
2092,Scene 1/SyncT/01999.jpg,Scene 1/thermalMasks/01999.jpg
2093,Scene 1/SyncT/01999.jpg,Scene 1/thermalMasks/01999.jpg
2094,Scene 1/SyncT/02000.jpg,Scene 1/thermalMasks/02000.jpg
2095,Scene 1/SyncT/02000.jpg,Scene 1/thermalMasks/02000.jpg
2096,Scene 1/SyncT/02001.jpg,Scene 1/thermalMasks/02001.jpg
2097,Scene 1/SyncT/02001.jpg,Scene 1/thermalMasks/02001.jpg
2098,Scene 1/SyncT/02002.jpg,Scene 1/thermalMasks/02002.jpg
2099,Scene 1/SyncT/02002.jpg,Scene 1/thermalMasks/02002.jpg
2100,Scene 1/SyncT/02003.jpg,Scene 1/thermalMasks/02003.jpg
2101,Scene 1/SyncT/02003.jpg,Scene 1/thermalMasks/02003.jpg
2102,Scene 1/SyncT/02004.jpg,Scene 1/thermalMasks/02004.jpg
2103,Scene 1/SyncT/02004.jpg,Scene 1/thermalMasks/02004.jpg
2104,Scene 1/SyncT/02005.jpg,Scene 1/thermalMasks/02005.jpg
2105,Scene 1/SyncT/02005.jpg,Scene 1/thermalMasks/02005.jpg
2106,Scene 1/SyncT/02006.jpg,Scene 1/thermalMasks/02006.jpg
2107,Scene 1/SyncT/02006.jpg,Scene 1/thermalMasks/02006.jpg
2108,Scene 1/SyncT/02007.jpg,Scene 1/thermalMasks/02007.jpg
2109,Scene 1/SyncT/02007.jpg,Scene 1/thermalMasks/02007.jpg
2110,Scene 1/SyncT/02008.jpg,Scene 1/thermalMasks/02008.jpg
2111,Scene 1/SyncT/02008.jpg,Scene 1/thermalMasks/02008.jpg
2112,Scene 1/SyncT/02009.jpg,Scene 1/thermalMasks/02009.jpg
2113,Scene 1/SyncT/02009.jpg,Scene 1/thermalMasks/02009.jpg
2114,Scene 1/SyncT/02010.jpg,Scene 1/thermalMasks/02010.jpg
2115,Scene 1/SyncT/02010.jpg,Scene 1/thermalMasks/02010.jpg
2116,Scene 1/SyncT/02011.jpg,Scene 1/thermalMasks/02011.jpg
2117,Scene 1/SyncT/02011.jpg,Scene 1/thermalMasks/02011.jpg
2118,Scene 1/SyncT/02012.jpg,Scene 1/thermalMasks/02012.jpg
2119,Scene 1/SyncT/02012.jpg,Scene 1/thermalMasks/02012.jpg
2120,Scene 1/SyncT/02013.jpg,Scene 1/thermalMasks/02013.jpg
2121,Scene 1/SyncT/02013.jpg,Scene 1/thermalMasks/02013.jpg
2122,Scene 1/SyncT/02014.jpg,Scene 1/thermalMasks/02014.jpg
2123,Scene 1/SyncT/02014.jpg,Scene 1/thermalMasks/02014.jpg
2124,Scene 1/SyncT/02015.jpg,Scene 1/thermalMasks/02015.jpg
2125,Scene 1/SyncT/02015.jpg,Scene 1/thermalMasks/02015.jpg
2126,Scene 1/SyncT/02016.jpg,Scene 1/thermalMasks/02016.jpg
2127,Scene 1/SyncT/02016.jpg,Scene 1/thermalMasks/02016.jpg
2128,Scene 1/SyncT/02017.jpg,Scene 1/thermalMasks/02017.jpg
2129,Scene 1/SyncT/02017.jpg,Scene 1/thermalMasks/02017.jpg
2130,Scene 1/SyncT/02018.jpg,Scene 1/thermalMasks/02018.jpg
2131,Scene 1/SyncT/02018.jpg,Scene 1/thermalMasks/02018.jpg
2132,Scene 1/SyncT/02019.jpg,Scene 1/thermalMasks/02019.jpg
2133,Scene 1/SyncT/02019.jpg,Scene 1/thermalMasks/02019.jpg
2134,Scene 1/SyncT/02020.jpg,Scene 1/thermalMasks/02020.jpg
2135,Scene 1/SyncT/02020.jpg,Scene 1/thermalMasks/02020.jpg
2136,Scene 1/SyncT/02021.jpg,Scene 1/thermalMasks/02021.jpg
2137,Scene 1/SyncT/02021.jpg,Scene 1/thermalMasks/02021.jpg
2138,Scene 1/SyncT/02022.jpg,Scene 1/thermalMasks/02022.jpg
2139,Scene 1/SyncT/02022.jpg,Scene 1/thermalMasks/02022.jpg
2140,Scene 1/SyncT/02023.jpg,Scene 1/thermalMasks/02023.jpg
2141,Scene 1/SyncT/02023.jpg,Scene 1/thermalMasks/02023.jpg
2142,Scene 1/SyncT/02024.jpg,Scene 1/thermalMasks/02024.jpg
2143,Scene 1/SyncT/02024.jpg,Scene 1/thermalMasks/02024.jpg
2144,Scene 1/SyncT/02025.jpg,Scene 1/thermalMasks/02025.jpg
2145,Scene 1/SyncT/02025.jpg,Scene 1/thermalMasks/02025.jpg
